Experiment.ID,Bait.Gene.Name,Bait.GeneID,Bait,Prey.Gene.Name,Prey.GeneID,Prey,AvePSM,Z,WD,Entropy,Spec,SpecSum,AvgSpec,NumReplicates,ctrlCounts,AvgP,MaxP,TopoAvgP,TopoMaxP,SaintScore,logOddsScore,FoldChange,BFDR,in_BioGRID
mT-VRK2,VRK2,7444,Q86Y07,NAPA,8775,P54920,3,6.65394726,2.556533381,0.940285959,2|4,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,MYD88,4615,Q99836,3,4.360778995,2.556533381,0.940285959,2|4,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,SMC3,9126,Q9UQE7,25.5,4.153123841,2.447820948,0.999733213,25|26,51,25.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,39.56,255,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,KPNA4,3840,O00629,3,5.931498563,2.444325308,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,SRSF1,6426,Q07955,11.5,3.715540203,2.429013273,0.988699408,10|13,23,11.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,17.22,115,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,LNPK,80856,Q9C0E8,2.5,3.807379358,2.342262678,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,CKAP4,10970,Q07065,17,5.811588714,2.341346843,0.9905577,15|19,34,17,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,24.8,170,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,SPTBN1,6711,Q01082,13,0.188037056,2.253091044,0.796269937,6|20,26,13,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,130,0,FALSE
mT-VRK2,VRK2,7444,Q86Y07,HMGA1,3159,P17096,4.5,4.093452724,2.229950426,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-CDK7,CDK7,1022,P50613,CCNH,902,P51946,61,7.590267619,35.47719206,0.987759316,53|69,122,61,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,79.93,610,0,TRUE
mT-CDK7,CDK7,1022,P50613,ERCC3,2071,P19447,138.5,7.67823894,14.16335102,0.997898892,146|131,277,138.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,190.67,1385,0,TRUE
mT-CDK7,CDK7,1022,P50613,GTF2H1,2965,P32780,14.5,7.576941517,7.832211531,0.979868757,17|12,29,14.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,20.28,145,0,TRUE
mT-CDK7,CDK7,1022,P50613,MNAT1,4331,P51948,69.5,7.409231851,1.627372274,0.976874013,57|82,139,69.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,85.64,695,0,TRUE
mT-CDK7,CDK7,1022,P50613,PHKG1,5260,Q16816,2.5,1.967525765,1.401429145,0.979868757,2|3,5,2.5,2,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0,0.82,0.91,0.82,0.91,0.82,0.98,5,0.02,FALSE
mT-CDK7,CDK7,1022,P50613,CDK7,1022,P50613,93,64.67455993,1.368366711,0.983766512,79|107,186,93,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,116.98,930,0,FALSE
mT-CDK7,CDK7,1022,P50613,TAF1,6872,P21675;Q8IZX4,10,5.223790583,1.36573355,0.993447238,9|11,20,10,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,100,0,FALSE
mT-CDK7,CDK7,1022,P50613,DBR1,51163,Q9UK59,2.5,5.729390653,1.184200466,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK7,CDK7,1022,P50613,ERCC2,2068,P18074,31,7.505839009,1.178376732,0.999272896,30|32,62,31,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3,1,1,1,1,1,10.6,20.67,0,TRUE
mT-CDK7,CDK7,1022,P50613,MED26,9441,O95402,38,7.214863642,1.047869599,0.995615643,35|41,76,38,2,0|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0,1,1,1,1,1,40.83,25.33,0,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,LMTK2,22853,Q8IWU2,10.5,8.425299851,1.235242964,0.962412735,13|8,21,10.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,105,0,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,SPCS2,9789,Q15005,2.5,1.208877675,0.281831314,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,KTN1,3895,Q86UP2,4,0.432048392,0.272031945,1,4|4,8,4,2,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,3.72,8,0,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,RNF121,55298,Q9H920,6.5,1.826824064,0.248772415,0.811278124,3|10,13,6.5,2,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0,0.96,1,0.96,1,0.96,2.32,13,0.01,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,TEX264,51368,Q9Y6I9,2.5,0.646647991,0.175333511,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,DYNLL1,8655,P63167,2,0.419472725,0.171180032,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,VAPA,9218,Q9P0L0,2,0.591478031,0.147824103,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1,0.73,0.73,0.73,0.73,0.73,0.98,4,0.03,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,NDC1,55706,Q9BTX1,3,-0.001269007,0.145666531,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,CDKAL1,54901,Q5VV42,4,0.379049758,0.139303906,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0,0.95,0.99,0.95,0.99,0.95,2.32,8,0.01,FALSE
mT-LMTK2,LMTK2,22853,Q8IWU2,ALDH3A2,224,P51648,2,0.330267551,0.117034283,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,GDPD5,81544,Q8WTR4,2.5,7.682212796,16.4453489,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,PIP5K1A,8394,Q99755,12,18.27528608,0.79278503,0.995378439,13|11,24,12,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,18.76,120,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,IGSF3,3321,O75054,5.5,1.058621626,0.772039121,0.870864469,8|3,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,55,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,LSR,51599,Q86X29,2.5,1.661453395,0.669533286,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,JAM3,83700,Q9BX67,5,1.74513126,0.631282574,1,5|5,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,50,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,ABCC5,10057,O15440,3,1.106912483,0.629719024,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,FLVCR1,28982,Q9Y5Y0,4,1.07278612,0.615076671,0.964078765,3|5,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,KIRREL1,55243,Q96J84,7,1.385256522,0.591076228,0.948078244,5|9,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,70,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,ATP2B4,493,P23634,3,1.296279266,0.569163942,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-PIP5K1A,PIP5K1A,8394,Q99755,SPTAN1,6709,Q13813,53,0.756851485,0.559484575,0.995963896,57|49,106,53,2,5|3|0|0|0|0|1|0|13|8|0|0|0|0|0|0,1,1,1,1,1,27.11,5.05,0,FALSE
mT-RIOK3,RIOK3,8780,O14730,RIOK3,8780,O14730,113,114.4529595,0.687601512,0.991921564,125|101,226,113,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,148.21,1130,0,FALSE
mT-RIOK3,RIOK3,8780,O14730,ZYX,7791,Q15942,10,1.011720685,0.13575274,0.940285959,13|7,20,10,2,0|1|0|2|0|0|0|1|1|0|0|0|0|0|0|1,0.99,1,0.99,1,0.99,3.8,6.67,0,FALSE
mT-RIOK3,RIOK3,8780,O14730,PATL1,219988,Q86TB9,10,0.566846825,0.134238023,0.973668065,8|12,20,10,2,3|2|1|1|0|0|2|0|3|2|0|0|0|0|0|0,0.81,0.99,0.81,0.99,0.81,0.51,3.33,0.02,FALSE
mT-RIOK3,RIOK3,8780,O14730,VCPIP1,80124,Q96JH7,2.5,-0.081976358,0.121954958,0.979868757,3|2,5,2.5,2,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0,0.82,0.91,0.82,0.91,0.82,0.98,5,0.02,FALSE
mT-RIOK3,RIOK3,8780,O14730,POLR3A,11128,O14802,2,-0.166833558,0.119823038,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-RIOK3,RIOK3,8780,O14730,UNC45A,55898,Q9H3U1,6.5,-0.20538224,0.115128976,0.966618633,5|8,13,6.5,2,1|2|0|1|0|0|1|2|2|1|0|0|0|0|1|1,0.73,0.97,0.73,0.97,0.73,-0.07,3.25,0.04,FALSE
mT-RIOK3,RIOK3,8780,O14730,CC2D1A,54862,Q6P1N0,13,0.650116549,0.114832813,0.996038361,14|12,26,13,2,1|3|1|1|0|0|3|0|4|3|0|0|0|0|0|0,0.99,1,0.99,1,0.99,3.82,3.71,0,FALSE
mT-RIOK3,RIOK3,8780,O14730,HAUS3,79441,Q68CZ6,2,0.221727025,0.110155664,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-RIOK3,RIOK3,8780,O14730,RPSA,3921,P08865,19.5,3.412956903,0.108480017,0.988699408,22|17,39,19.5,2,0|1|1|5|0|1|0|1|4|1|0|2|1|0|2|3,1,1,1,1,1,6.69,4.33,0,FALSE
mT-RIOK3,RIOK3,8780,O14730,DIAPH3,81624,Q9NSV4,8.5,-0.030760027,0.10668012,0.979868757,10|7,17,8.5,2,2|1|0|0|0|0|0|0|2|1|0|0|0|0|0|0,0.96,1,0.96,1,0.96,2.39,4.25,0.01,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,DDX23,9416,Q9BUQ8,7,2.227064504,0.949239156,0.783776947,11|3,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,70,0,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,PRPF4B,8899,Q13523,33.5,15.93920457,0.580937238,0.864505251,48|19,67,33.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,30.75,335,0,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,RP9,6100,Q8TA86,5.5,4.648890426,0.559531801,0.994984828,5|6,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,CWC22,57703,Q9HCG8,4,3.99607846,0.334795912,0.852405179,6|2,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,40,0,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,CDK11B,984,P21127;Q9UQ88,5.5,0.867976413,0.329479422,0.870864469,8|3,11,5.5,2,0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0,0.83,1,0.83,1,0.83,0.63,5.5,0.02,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,SART1,9092,O43290,90,4.558333597,0.316647035,0.924607071,119|61,180,90,2,1|0|0|0|15|6|5|1|14|11|3|4|0|0|0|0,1,1,1,1,1,28.17,6.21,0,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,RNPS1,10921,Q15287,2,1.39503431,0.316356669,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,ZC3H18,124245,Q86VM9,10,2.819027361,0.308428553,0.829607103,15|5,20,10,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,100,0,TRUE
mT-PRPF4B,PRPF4B,8899,Q13523,SETD2,29072,Q9BYW2,13,1.533048657,0.267710839,0.650022422,22|4,26,13,2,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,3.72,26,0,FALSE
mT-PRPF4B,PRPF4B,8899,Q13523,NSRP1,84081,Q9H0G5,3.5,1.243540008,0.263614222,0.988699408,4|3,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-RIOK1,RIOK1,83732,Q9BRS2,RIOK1,83732,Q9BRS2,51.5,12.22566778,0.398322708,0.984941693,44|59,103,51.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,67.03,515,0,FALSE
mT-RIOK1,RIOK1,83732,Q9BRS2,BIRC2,329,Q13490,3.5,1.641950158,0.30274239,0.896038233,5|2,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-RIOK1,RIOK1,83732,Q9BRS2,SPATA2,9825,Q9UM82,4.5,0.01934777,0.086837056,0.934068055,6|3,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,45,0,FALSE
