Experiment.ID,Bait.Gene.Name,Bait.GeneID,Bait,Prey.Gene.Name,Prey.GeneID,Prey,AvePSM,Z,WD,Entropy,Spec,SpecSum,AvgSpec,NumReplicates,ctrlCounts,AvgP,MaxP,TopoAvgP,TopoMaxP,SaintScore,logOddsScore,FoldChange,BFDR,in_BioGRID
mT-DYRK4,DYRK4,8798,Q9NR20,ALOX12B,242,O75342,2.5,2.600968187,0.806572705,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,AZGP1,563,P25311,3.5,1.851342018,0.641946034,0.988699408,3|4,7,3.5,2,0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0,0.75,0.82,0.75,0.82,0.75,0.7,3.5,0.03,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,CALML5,51806,Q9NZT1,3.5,2.041807542,0.369754483,0.988699408,3|4,7,3.5,2,0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0,0.76,0.86,0.76,0.86,0.76,0.63,3.5,0.03,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,TGM3,7053,Q08188,6,2.394877205,0.281694034,0.98285869,7|5,12,6,2,0|0|1|3|0|0|1|0|0|0|0|0|0|0|0|0,0.7,0.92,0.7,0.92,0.7,-0.07,3,0.04,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,SERPINB12,89777,Q96P63,8.5,3.212377388,0.222467825,0.943601631,11|6,17,8.5,2,0|0|0|2|1|0|0|0|0|0|0|1|0|0|2|1,0.88,1,0.88,1,0.88,1.19,4.25,0.01,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,UNC45A,55898,Q9H3U1,19,0.53389687,0.196836106,0.9923985,21|17,38,19,2,1|2|0|1|0|0|1|2|2|1|0|0|0|0|1|1,1,1,1,1,1,14.03,9.5,0,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,POLR3A,11128,O14802,5,0.36878997,0.189456858,0.976020648,4|6,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,50,0,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,ALMS1,7840,Q8TCU4,4,-0.300853279,0.166403108,1,4|4,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,40,0,FALSE
mT-DYRK4,DYRK4,8798,Q9NR20,NUDCD3,23386,Q8IVD9,4,0.602423218,0.135077289,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,CDK19,23097,Q9BWU1,110.5,274.187535,28.66121982,0.981995206,93|128,221,110.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,136.86,1105,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,TAF5,6877,Q15542,32.5,7.079522232,4.951196687,0.995856066,35|30,65,32.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,46.83,325,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,MIER3,166968,Q7Z3K6,4,7.24311543,4.862025265,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,MCM8,84515,Q9UJA3,8.5,6.958128475,2.743443087,0.710676854,14|3,17,8.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,85,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,CAMKV,79012,Q8NCB2,13,2.401885668,2.541068528,0.996038361,14|12,26,13,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,20.28,130,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,MTBP,27085,Q96DY7,29,7.615741586,2.432802751,0.996681868,31|27,58,29,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,42.47,290,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,SKP2,6502,Q13309,4,1.549425411,2.351416863,1,4|4,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,40,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,MED13,9969,Q9UHV7,6.5,6.859988796,2.340211974,0.905928216,4|9,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,65,0,TRUE
mT-CDK19,CDK19,23097,Q9BWU1,TICRR,90381,Q7Z2Z1,24.5,6.460653808,2.073659184,0.992774454,22|27,49,24.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,35.16,245,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,LENG1,79165,Q96BZ8,3.5,6.681471536,2.048358754,0.896038233,2|5,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,INTS6,26512,Q9UL03,5,4.702977538,2.040214154,0.976020648,4|6,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,50,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,CHD6,84181,Q8TD26,15,1.154971008,1.875468583,1,15|15,30,15,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,24.8,150,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,CASP8AP2,9994,Q9UKL3,2.5,0.386671698,1.858376475,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ZNF608,57507,Q9ULD9,4.5,5.879719285,1.751679495,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,MORC4,79710,Q8TE76,3,4.073463753,1.688889443,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,CHD1L,9557,Q86WJ1,11.5,6.992944682,1.644958313,0.968461009,14|9,23,11.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,115,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,NR2C1,7181,P13056,2.5,4.060353662,1.477948059,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,VPS72,6944,Q15906,2,3.743847412,1.433672279,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ZFHX3,463,Q15911,2,4.022555208,1.334338492,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,TET1,80312,Q8NFU7,8.5,5.372913507,1.262636095,0.997772472,9|8,17,8.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,85,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,BRD8,10902,Q9H0E9,10,5.650633239,1.262567531,0.940285959,7|13,20,10,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.53,100,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,HSF1,3297,Q00613,5.5,5.302070971,1.261657649,0.994984828,6|5,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ZGPAT,84619,Q8N5A5,4.5,6.090088741,1.166350715,0.934068055,3|6,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0,0.95,1,0.95,1,0.95,2.32,9,0.01,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ABRAXAS1,84142,Q6UWZ7,2.5,4.572557855,1.155261092,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0,0.82,0.91,0.82,0.91,0.82,0.98,5,0.02,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ZNF292,23036,O60281,10,5.170369104,1.130415647,1,10|10,20,10,2,1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.33,10,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,CDK12,51755,Q9NYV4,11.5,5.208964836,1.106398918,0.937734294,8|15,23,11.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,115,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,MED12,9968,Q93074,29.5,7.442614324,1.101140522,0.994984828,32|27,59,29.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,42.47,295,0,TRUE
mT-CDK19,CDK19,23097,Q9BWU1,USP38,84640,Q8NB14,3.5,4.446062511,1.098635585,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,SKIL,6498,P12757,2,3.98728619,1.051166338,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,MTF1,4520,Q14872,3,5.431146782,1.049603621,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,CENPF,1063,P49454,3,5.008528622,1.028718048,0.940285959,2|4,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ERCC4,2072,Q92889,3,4.12224961,1.00362716,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,IRF2BPL,64207,Q9H1B7,3.5,4.735480113,0.974281409,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,FAM122A,116224,Q96E09,8,6.405178888,0.907573144,1,8|8,16,8,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,80,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,HIVEP1,3096,P15822,5.5,4.715130581,0.89994916,0.994984828,5|6,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.29,55,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ZMYM2,7750,Q9UBW7,4,2.323965763,0.855124092,1,4|4,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,40,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,RBL1,5933,P28749,9,0.6495397,0.84348158,0.991992403,10|8,18,9,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,90,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ZNF217,7764,O75362,2,0.760037899,0.831874365,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,ATXN1,6310,P54253,13.5,4.048230017,0.781191846,0.976874013,11|16,27,13.5,2,0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,3.91,9,0,FALSE
mT-CDK19,CDK19,23097,Q9BWU1,BRD9,65980,Q9H8M2,3.5,5.265619892,0.778836693,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,DSTYK,25778,Q6XUX3,245,583.1534545,26.7010882,0.954995064,306|184,490,245,2,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,1,1,1,1,1,259.75,490,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,BORCS5,118426,Q969J3,2.5,7.682212796,16.4453489,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,PLD1,5337,Q13393,5,7.532099473,9.850699424,0.773226674,8|2,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,50,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,CLCN7,1186,P51798,7,6.941197013,4.388637181,0.783776947,11|3,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,70,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,VTI1B,10490,Q9UEU0,10,7.222851289,2.663081621,0.993447238,9|11,20,10,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,15.67,100,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,STX7,8417,O15400,3,4.259735403,2.223954937,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,BORCS6,54785,Q96GS4,10.5,7.405122206,2.117949556,0.962412735,13|8,21,10.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,14.11,105,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,NPC1,4864,O15118,16.5,6.807649371,1.866606557,0.703926068,27|6,33,16.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.93,165,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,VPS39,23339,Q96JC1,3.5,6.494586881,1.541964397,0.988699408,4|3,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-DSTYK,DSTYK,25778,Q6XUX3,SNX11,29916,Q9Y5W9,3,6.174975101,1.361853521,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,HIPK3,10114,Q9H422,4.5,7.681163528,22.0667648,0.992774454,5|4,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,PHKG2,5261,P15735,17.5,7.111180672,6.154890527,0.999443333,18|17,35,17.5,2,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0,1,1,1,1,1,22.61,35,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,PHKB,5257,Q93100,4,0.22689487,3.845159728,1,4|4,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,40,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,PHKG1,5260,Q16816,8.5,7.20472162,2.584107662,0.997772472,8|9,17,8.5,2,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,9.5,17,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,PHKA2,5256,P46019,3.5,0.037148575,1.315012434,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,PHKA1,5255,P46020,21,0.148703585,0.907831604,1,21|21,42,21,2,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,28.42,42,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,ZFHX4,79776,Q86UP3,4,0.782392564,0.377168483,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,MINDY3,80013,Q9H8M7,2.5,2.986098898,0.339654281,0.979868757,3|2,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0,0.82,0.91,0.82,0.91,0.82,0.98,5,0.02,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,NRDC,4898,O43847,3.5,1.620415922,0.307686878,0.988699408,3|4,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
HIPK3-mT,HIPK3,10114,Q9H422,ZCCHC17,51538,Q9NP64,2.5,3.053814943,0.300082216,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,CDKL3,51265,Q8IVW4,162,385.5292283,21.71217978,0.986737737,184|140,324,162,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,203.39,1620,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,CDKL2,8999,Q92772,3,7.683262494,9.006257945,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,CDK14,5218,O94921,5.5,4.918744612,2.184752629,0.954434003,4|7,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,55,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,CDK17,5128,Q00537,7,6.607262179,1.040997117,0.987137774,6|8,14,7,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1,1,1,1,1,1,6.59,14,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,KMT2C,58508,Q8NEZ4,17.5,5.122127608,0.752121355,0.994984828,19|16,35,17.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,26.29,175,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,NOL10,79954,Q9BSC4,4,3.68364325,0.729610198,0.964078765,5|3,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,RBM19,9904,Q9Y4C8,15.5,6.643037001,0.728557638,0.993650712,17|14,31,15.5,2,0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,12.32,10.33,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,KRI1,65095,Q8N9T8,3,2.992028626,0.594701143,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,AATF,26574,Q9NY61,5,4.484303054,0.593810437,0.976020648,4|6,10,5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,50,0,FALSE
mT-CDKL3,CDKL3,51265,Q8IVW4,DDX18,8886,Q9NVP1,6.5,5.626187803,0.589893032,0.966618633,5|8,13,6.5,2,0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.15,13,0,FALSE
mT-CDK18,CDK18,5129,Q07002,CDK18,5129,Q07002,180,143.8020674,21.28473981,0.998582535,172|188,360,180,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,248.58,1800,0,FALSE
mT-CDK18,CDK18,5129,Q07002,PPP2R5E,5529,Q16537,2,3.875695084,1.995783257,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK18,CDK18,5129,Q07002,XPNPEP3,63929,Q9NQH7,2.5,0.835622233,1.532989244,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK18,CDK18,5129,Q07002,CCNY,219771,Q8ND76,4,2.101889247,1.342056375,0.964078765,3|5,8,4,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,40,0,FALSE
mT-CDK18,CDK18,5129,Q07002,BCS1L,617,Q9Y276,3,0.5328382,0.994467618,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-CDK18,CDK18,5129,Q07002,JCAD,57608,Q9P266,6.5,3.113169711,0.857405706,0.905928216,4|9,13,6.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,65,0,FALSE
mT-CDK18,CDK18,5129,Q07002,GTPBP10,85865,A4D1E9,4.5,0.575980982,0.831150265,0.992774454,4|5,9,4.5,2,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0,0.99,0.99,0.99,0.99,0.99,3.72,9,0,FALSE
mT-CDK18,CDK18,5129,Q07002,GTPBP3,84705,Q969Y2,2,0.797085712,0.755762431,1,2|2,4,2,2,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.73,0.73,0.73,0.73,0.73,0.98,4,0.03,FALSE
mT-CDK18,CDK18,5129,Q07002,SDHB,6390,P21912,2,0.983173576,0.748876671,1,2|2,4,2,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.98,0.98,0.98,0.98,0.98,4.02,20,0,FALSE
mT-CDK18,CDK18,5129,Q07002,ABHD10,55347,Q9NUJ1,3.5,1.096840968,0.724161658,0.988699408,4|3,7,3.5,2,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.94,0.98,0.94,0.98,0.94,2.32,7,0.01,FALSE
mT-CDK18,CDK18,5129,Q07002,PTCD1,26024,O75127,3,0.39130081,0.696640498,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-CDK18,CDK18,5129,Q07002,MRPS22,56945,P82650,5.5,0.749717504,0.679633683,0.954434003,4|7,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,55,0,FALSE
mT-CDK18,CDK18,5129,Q07002,NEMF,9147,O60524,4.5,4.259034958,0.675349464,0.992774454,4|5,9,4.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,45,0,FALSE
mT-CDK18,CDK18,5129,Q07002,OSCP1,127700,Q8WVF1,2.5,3.148717019,0.63389117,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK18,CDK18,5129,Q07002,PHKA1,5255,P46020,9.5,-0.055436464,0.610600918,0.998195879,9|10,19,9.5,2,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,10.96,19,0,FALSE
mT-CDK18,CDK18,5129,Q07002,SPC25,57405,Q9HBM1,3.5,2.21045384,0.581158652,0.896038233,2|5,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-CDK18,CDK18,5129,Q07002,VWA8,23078,A3KMH1,5.5,0.233732006,0.478924577,0.994984828,6|5,11,5.5,2,0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0,0.88,0.94,0.88,0.94,0.88,1.52,3.67,0.01,FALSE
mT-CDK18,CDK18,5129,Q07002,HINT2,84681,Q9BX68,3,2.656329243,0.46813254,1,3|3,6,3,2,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0,0.91,0.91,0.91,0.91,0.91,2.32,6,0.01,FALSE
mT-CDK18,CDK18,5129,Q07002,LZTS2,84445,Q9BRK4,2.5,0.063165594,0.438615522,0.979868757,2|3,5,2.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,25,0,FALSE
mT-CDK18,CDK18,5129,Q07002,IFT57,55081,Q9NWB7,3,3.297761655,0.437826812,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-CDK18,CDK18,5129,Q07002,SSH2,85464,Q76I76,6,2.373020434,0.408309266,0.930586129,4|8,12,6,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,7.61,60,0,FALSE
mT-CDK18,CDK18,5129,Q07002,ALMS1,7840,Q8TCU4,22,0.746173347,0.390249881,0.994292935,20|24,44,22,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,32.22,220,0,FALSE
mT-CDK18,CDK18,5129,Q07002,SPRYD4,283377,Q8WW59,3.5,0.56787638,0.387834833,0.988699408,3|4,7,3.5,2,1|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0,0.76,0.86,0.76,0.86,0.76,0.63,3.5,0.03,FALSE
mT-CDK18,CDK18,5129,Q07002,TOMM34,10953,Q15785,3,2.943262902,0.370849406,0.940285959,4|2,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,30,0,FALSE
mT-CLK3,CLK3,1198,P49761,CLK3,1198,P49761,50,175.6894043,18.14585962,0.997452818,47|53,100,50,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,71.33,500,0,FALSE
mT-CLK3,CLK3,1198,P49761,PNISR,25957,Q8TF01,3.5,4.205463273,1.406993081,0.896038233,5|2,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.99,1,0.99,1,0.99,4.02,35,0,FALSE
mT-CLK3,CLK3,1198,P49761,DDX23,9416,Q9BUQ8,3.5,0.927943543,0.671213444,0.988699408,4|3,7,3.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,35,0,FALSE
mT-CLK3,CLK3,1198,P49761,RBM12B,389677,Q8IXT5,3,4.212192872,0.63634473,1,3|3,6,3,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,30,0,FALSE
mT-CLK3,CLK3,1198,P49761,DCAF13,25879,Q9NV06,5.5,4.2384044,0.566818179,0.870864469,8|3,11,5.5,2,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,1,1,1,1,5.87,55,0,FALSE
